longitude,latitude,sea_temperature
-71.6,2.71,0.0
-71.6,2.96,0.0
-71.6,3.21,0.0
-71.6,3.46,0.0
-71.6,3.71,0.0
-71.6,3.96,0.0
-71.6,4.21,0.0
-71.6,4.46,0.0
-71.6,4.71,0.0
-71.6,4.96,0.0
-71.6,5.21,0.0
-71.6,5.46,0.0
-71.6,5.71,0.0
-71.6,5.96,0.0
-71.6,6.21,0.0
-71.6,6.46,0.0
-71.6,6.71,0.0
-71.6,6.96,0.0
-71.6,7.21,0.0
-71.6,7.46,0.0
-71.6,7.71,0.0
-71.6,7.96,0.0
-71.6,8.21,0.0
-71.6,8.46,0.0
-71.6,8.71,0.0
-71.6,8.96,30.280622
-71.6,9.21,30.24234
-71.6,9.46,30.40943
-71.6,9.71,30.489843
-71.6,9.96,30.410513
-71.6,10.21,29.961372
-71.6,10.46,0.0
-71.6,10.71,0.0
-71.6,10.96,27.083668
-71.6,11.21,27.086798
-71.6,11.46,27.018181
-71.6,11.71,26.966778
-71.6,11.96,0.0
-71.6,12.21,0.0
-71.6,12.46,25.395929
-71.35,-4.29,0.0
-71.35,-4.04,0.0
-71.35,-3.79,0.0
-71.35,-3.54,0.0
-71.35,-3.29,0.0
-71.35,-3.04,0.0
-71.35,-2.79,0.0
-71.35,-2.54,0.0
-71.35,-2.29,0.0
-71.35,-2.04,0.0
-71.35,-1.79,0.0
-71.35,-1.54,0.0
-71.35,-1.29,0.0
-71.35,-1.04,0.0
-71.35,-0.79,0.0
-71.35,-0.54,0.0
-71.35,-0.29,0.0
-71.35,-0.04,0.0
-71.35,0.21,0.0
-71.35,0.46,0.0
-71.35,0.71,0.0
-71.35,0.96,0.0
-71.35,1.21,0.0
-71.35,1.46,0.0
-71.35,1.71,0.0
-71.35,1.96,0.0
-71.35,2.21,0.0
-71.35,2.46,0.0
-71.35,2.71,0.0
-71.35,2.96,0.0
-71.35,3.21,0.0
-71.35,3.46,0.0
-71.35,3.71,0.0
-71.35,3.96,0.0
-71.35,4.21,0.0
-71.35,4.46,0.0
-71.35,4.71,0.0
-71.35,4.96,0.0
-71.35,5.21,0.0
-71.35,5.46,0.0
-71.35,5.71,0.0
-71.35,5.96,0.0
-71.35,6.21,0.0
-71.35,6.46,0.0
-71.35,6.71,0.0
-71.35,6.96,0.0
-71.35,7.21,0.0
-71.35,7.46,0.0
-71.35,7.71,0.0
-71.35,7.96,0.0
-71.35,8.21,0.0
-71.35,8.46,0.0
-71.35,8.71,0.0
-71.35,8.96,0.0
-71.35,9.21,30.368259
-71.35,9.46,30.499233
-71.35,9.71,30.51693
-71.35,9.96,0.0
-71.35,10.21,0.0
-71.35,10.46,0.0
-71.35,10.71,0.0
-71.35,10.96,26.836044
-71.35,11.21,26.937164
-71.35,11.46,27.016735
-71.35,11.71,27.006624
-71.35,11.96,26.765141
-71.35,12.21,26.285543
-71.35,12.46,25.798723
-71.1,-4.29,0.0
-71.1,-4.04,0.0
-71.1,-3.79,0.0
-71.1,-3.54,0.0
-71.1,-3.29,0.0
-71.1,-3.04,0.0
-71.1,-2.79,0.0
-71.1,-2.54,0.0
-71.1,-2.29,0.0
-71.1,-2.04,0.0
-71.1,-1.79,0.0
-71.1,-1.54,0.0
-71.1,-1.29,0.0
-71.1,-1.04,0.0
-71.1,-0.79,0.0
-71.1,-0.54,0.0
-71.1,-0.29,0.0
-71.1,-0.04,0.0
-71.1,0.21,0.0
-71.1,0.46,0.0
-71.1,0.71,0.0
-71.1,0.96,0.0
-71.1,1.21,0.0
-71.1,1.46,0.0
-71.1,1.71,0.0
-71.1,1.96,0.0
-71.1,2.21,0.0
-71.1,2.46,0.0
-71.1,2.71,0.0
-71.1,2.96,0.0
-71.1,3.21,0.0
-71.1,3.46,0.0
-71.1,3.71,0.0
-71.1,3.96,0.0
-71.1,4.21,0.0
-71.1,4.46,0.0
-71.1,4.71,0.0
-71.1,4.96,0.0
-71.1,5.21,0.0
-71.1,5.46,0.0
-71.1,5.71,0.0
-71.1,5.96,0.0
-71.1,6.21,0.0
-71.1,6.46,0.0
-71.1,6.71,0.0
-71.1,6.96,0.0
-71.1,7.21,0.0
-71.1,7.46,0.0
-71.1,7.71,0.0
-71.1,7.96,0.0
-71.1,8.21,0.0
-71.1,8.46,0.0
-71.1,8.71,0.0
-71.1,8.96,0.0
-71.1,9.21,0.0
-71.1,9.46,30.514523
-71.1,9.71,0.0
-71.1,9.96,0.0
-71.1,10.21,0.0
-71.1,10.46,0.0
-71.1,10.71,0.0
-71.1,10.96,26.747927
-71.1,11.21,26.550503
-71.1,11.46,26.664623
-71.1,11.71,26.624777
-71.1,11.96,26.441917
-71.1,12.21,26.102566
-71.1,12.46,25.861923
-70.85,-4.29,0.0
-70.85,-4.04,0.0
-70.85,-3.79,0.0
-70.85,-3.54,0.0
-70.85,-3.29,0.0
-70.85,-3.04,0.0
-70.85,-2.79,0.0
-70.85,-2.54,0.0
-70.85,-2.29,0.0
-70.85,-2.04,0.0
-70.85,-1.79,0.0
-70.85,-1.54,0.0
-70.85,-1.29,0.0
-70.85,-1.04,0.0
-70.85,-0.79,0.0
-70.85,-0.54,0.0
-70.85,-0.29,0.0
-70.85,-0.04,0.0
-70.85,0.21,0.0
-70.85,0.46,0.0
-70.85,0.71,0.0
-70.85,0.96,0.0
-70.85,1.21,0.0
-70.85,1.46,0.0
-70.85,1.71,0.0
-70.85,1.96,0.0
-70.85,2.21,0.0
-70.85,2.46,0.0
-70.85,2.71,0.0
-70.85,2.96,0.0
-70.85,3.21,0.0
-70.85,3.46,0.0
-70.85,3.71,0.0
-70.85,3.96,0.0
-70.85,4.21,0.0
-70.85,4.46,0.0
-70.85,4.71,0.0
-70.85,4.96,0.0
-70.85,5.21,0.0
-70.85,5.46,0.0
-70.85,5.71,0.0
-70.85,5.96,0.0
-70.85,6.21,0.0
-70.85,6.46,0.0
-70.85,6.71,0.0
-70.85,6.96,0.0
-70.85,7.21,0.0
-70.85,7.46,0.0
-70.85,7.71,0.0
-70.85,7.96,0.0
-70.85,8.21,0.0
-70.85,8.46,0.0
-70.85,8.71,0.0
-70.85,8.96,0.0
-70.85,9.21,0.0
-70.85,9.46,0.0
-70.85,9.71,0.0
-70.85,9.96,0.0
-70.85,10.21,0.0
-70.85,10.46,0.0
-70.85,10.71,0.0
-70.85,10.96,0.0
-70.85,11.21,26.199833
-70.85,11.46,26.03828
-70.85,11.71,25.973516
-70.85,11.96,26.045383
-70.85,12.21,25.798603
-70.85,12.46,25.694353
-70.6,-4.29,0.0
-70.6,-4.04,0.0
-70.6,-3.79,0.0
-70.6,-3.54,0.0
-70.6,-3.29,0.0
-70.6,-3.04,0.0
-70.6,-2.79,0.0
-70.6,-2.54,0.0
-70.6,-2.29,0.0
-70.6,-2.04,0.0
-70.6,-1.79,0.0
-70.6,-1.54,0.0
-70.6,-1.29,0.0
-70.6,-1.04,0.0
-70.6,-0.79,0.0
-70.6,-0.54,0.0
-70.6,-0.29,0.0
-70.6,-0.04,0.0
-70.6,0.21,0.0
-70.6,0.46,0.0
-70.6,0.71,0.0
-70.6,0.96,0.0
-70.6,1.21,0.0
-70.6,1.46,0.0
-70.6,1.71,0.0
-70.6,1.96,0.0
-70.6,2.21,0.0
-70.6,2.46,0.0
-70.6,2.71,0.0
-70.6,2.96,0.0
-70.6,3.21,0.0
-70.6,3.46,0.0
-70.6,3.71,0.0
-70.6,3.96,0.0
-70.6,4.21,0.0
-70.6,4.46,0.0
-70.6,4.71,0.0
-70.6,4.96,0.0
-70.6,5.21,0.0
-70.6,5.46,0.0
-70.6,5.71,0.0
-70.6,5.96,0.0
-70.6,6.21,0.0
-70.6,6.46,0.0
-70.6,6.71,0.0
-70.6,6.96,0.0
-70.6,7.21,0.0
-70.6,7.46,0.0
-70.6,7.71,0.0
-70.6,7.96,0.0
-70.6,8.21,0.0
-70.6,8.46,0.0
-70.6,8.71,0.0
-70.6,8.96,0.0
-70.6,9.21,0.0
-70.6,9.46,0.0
-70.6,9.71,0.0
-70.6,9.96,0.0
-70.6,10.21,0.0
-70.6,10.46,0.0
-70.6,10.71,0.0
-70.6,10.96,0.0
-70.6,11.21,0.0
-70.6,11.46,25.477547
-70.6,11.71,25.520042
-70.6,11.96,25.710846
-70.6,12.21,25.64295
-70.6,12.46,25.65234
-70.35,-4.29,0.0
-70.35,-4.04,0.0
-70.35,-3.79,0.0
-70.35,-3.54,0.0
-70.35,-3.29,0.0
-70.35,-3.04,0.0
-70.35,-2.79,0.0
-70.35,-2.54,0.0
-70.35,-2.29,0.0
-70.35,-2.04,0.0
-70.35,-1.79,0.0
-70.35,-1.54,0.0
-70.35,-1.29,0.0
-70.35,-1.04,0.0
-70.35,-0.79,0.0
-70.35,-0.54,0.0
-70.35,-0.29,0.0
-70.35,-0.04,0.0
-70.35,0.21,0.0
-70.35,0.46,0.0
-70.35,0.71,0.0
-70.35,0.96,0.0
-70.35,1.21,0.0
-70.35,1.46,0.0
-70.35,1.71,0.0
-70.35,1.96,0.0
-70.35,2.21,0.0
-70.35,2.46,0.0
-70.35,2.71,0.0
-70.35,2.96,0.0
-70.35,3.21,0.0
-70.35,3.46,0.0
-70.35,3.71,0.0
-70.35,3.96,0.0
-70.35,4.21,0.0
-70.35,4.46,0.0
-70.35,4.71,0.0
-70.35,4.96,0.0
-70.35,5.21,0.0
-70.35,5.46,0.0
-70.35,5.71,0.0
-70.35,5.96,0.0
-70.35,6.21,0.0
-70.35,6.46,0.0
-70.35,6.71,0.0
-70.35,6.96,0.0
-70.35,7.21,0.0
-70.35,7.46,0.0
-70.35,7.71,0.0
-70.35,7.96,0.0
-70.35,8.21,0.0
-70.35,8.46,0.0
-70.35,8.71,0.0
-70.35,8.96,0.0
-70.35,9.21,0.0
-70.35,9.46,0.0
-70.35,9.71,0.0
-70.35,9.96,0.0
-70.35,10.21,0.0
-70.35,10.46,0.0
-70.35,10.71,0.0
-70.35,10.96,0.0
-70.35,11.21,25.083422
-70.35,11.46,25.076439
-70.35,11.71,25.164557
-70.35,11.96,25.486696
-70.35,12.21,25.571444
-70.35,12.46,26.141327
-70.1,-4.29,0.0
-70.1,-4.04,0.0
-70.1,-3.79,0.0
-70.1,-3.54,0.0
-70.1,-3.29,0.0
-70.1,-3.04,0.0
-70.1,-2.79,0.0
-70.1,-2.54,0.0
-70.1,-2.29,0.0
-70.1,-2.04,0.0
-70.1,-1.79,0.0
-70.1,-1.54,0.0
-70.1,-1.29,0.0
-70.1,-1.04,0.0
-70.1,-0.79,0.0
-70.1,-0.54,0.0
-70.1,-0.29,0.0
-70.1,-0.04,0.0
-70.1,0.21,0.0
-70.1,0.46,0.0
-70.1,0.71,0.0
-70.1,0.96,0.0
-70.1,1.21,0.0
-70.1,1.46,0.0
-70.1,1.71,0.0
-70.1,1.96,0.0
-70.1,2.21,0.0
-70.1,2.46,0.0
-70.1,2.71,0.0
-70.1,2.96,0.0
-70.1,3.21,0.0
-70.1,3.46,0.0
-70.1,3.71,0.0
-70.1,3.96,0.0
-70.1,4.21,0.0
-70.1,4.46,0.0
-70.1,4.71,0.0
-70.1,4.96,0.0
-70.1,5.21,0.0
-70.1,5.46,0.0
-70.1,5.71,0.0
-70.1,5.96,0.0
-70.1,6.21,0.0
-70.1,6.46,0.0
-70.1,6.71,0.0
-70.1,6.96,0.0
-70.1,7.21,0.0
-70.1,7.46,0.0
-70.1,7.71,0.0
-70.1,7.96,0.0
-70.1,8.21,0.0
-70.1,8.46,0.0
-70.1,8.71,0.0
-70.1,8.96,0.0
-70.1,9.21,0.0
-70.1,9.46,0.0
-70.1,9.71,0.0
-70.1,9.96,0.0
-70.1,10.21,0.0
-70.1,10.46,0.0
-70.1,10.71,0.0
-70.1,10.96,0.0
-70.1,11.21,0.0
-70.1,11.46,0.0
-70.1,11.71,0.0
-70.1,11.96,0.0
-70.1,12.21,25.973396
-70.1,12.46,26.614544
-69.85,-4.29,0.0
-69.85,-4.04,0.0
-69.85,-3.79,0.0
-69.85,-3.54,0.0
-69.85,-3.29,0.0
-69.85,-3.04,0.0
-69.85,-2.79,0.0
-69.85,-2.54,0.0
-69.85,-2.29,0.0
-69.85,-2.04,0.0
-69.85,-1.79,0.0
-69.85,-1.54,0.0
-69.85,-1.29,0.0
-69.85,-1.04,0.0
-69.85,-0.79,0.0
-69.85,-0.54,0.0
-69.85,-0.29,0.0
-69.85,-0.04,0.0
-69.85,0.21,0.0
-69.85,0.46,0.0
-69.85,0.71,0.0
-69.85,0.96,0.0
-69.85,1.21,0.0
-69.85,1.46,0.0
-69.85,1.71,0.0
-69.85,1.96,0.0
-69.85,2.21,0.0
-69.85,2.46,0.0
-69.85,2.71,0.0
-69.85,2.96,0.0
-69.85,3.21,0.0
-69.85,3.46,0.0
-69.85,3.71,0.0
-69.85,3.96,0.0
-69.85,4.21,0.0
-69.85,4.46,0.0
-69.85,4.71,0.0
-69.85,4.96,0.0
-69.85,5.21,0.0
-69.85,5.46,0.0
-69.85,5.71,0.0
-69.85,5.96,0.0
-69.85,6.21,0.0
-69.85,6.46,0.0
-69.85,6.71,0.0
-69.85,6.96,0.0
-69.85,7.21,0.0
-69.85,7.46,0.0
-69.85,7.71,0.0
-69.85,7.96,0.0
-69.85,8.21,0.0
-69.85,8.46,0.0
-69.85,8.71,0.0
-69.85,8.96,0.0
-69.85,9.21,0.0
-69.85,9.46,0.0
-69.85,9.71,0.0
-69.85,9.96,0.0
-69.85,10.21,0.0
-69.85,10.46,0.0
-69.85,10.71,0.0
-69.85,10.96,0.0
-69.85,11.21,0.0
-69.85,11.46,0.0
-69.85,11.71,26.468161
-69.85,11.96,26.4105
-69.85,12.21,26.452633
-69.85,12.46,26.91983
-69.6,-4.29,0.0
-69.6,-4.04,0.0
-69.6,-3.79,0.0
-69.6,-3.54,0.0
-69.6,-3.29,0.0
-69.6,-3.04,0.0
-69.6,-2.79,0.0
-69.6,-2.54,0.0
-69.6,-2.29,0.0
-69.6,-2.04,0.0
-69.6,-1.79,0.0
-69.6,-1.54,0.0
-69.6,-1.29,0.0
-69.6,-1.04,0.0
-69.6,-0.79,0.0
-69.6,-0.54,0.0
-69.6,-0.29,0.0
-69.6,-0.04,0.0
-69.6,0.21,0.0
-69.6,0.46,0.0
-69.6,0.71,0.0
-69.6,0.96,0.0
-69.6,1.21,0.0
-69.6,1.46,0.0
-69.6,1.71,0.0
-69.6,1.96,0.0
-69.6,2.21,0.0
-69.6,2.46,0.0
-69.6,2.71,0.0
-69.6,2.96,0.0
-69.6,3.21,0.0
-69.6,3.46,0.0
-69.6,3.71,0.0
-69.6,3.96,0.0
-69.6,4.21,0.0
-69.6,4.46,0.0
-69.6,4.71,0.0
-69.6,4.96,0.0
-69.6,5.21,0.0
-69.6,5.46,0.0
-69.6,5.71,0.0
-69.6,5.96,0.0
-69.6,6.21,0.0
-69.6,6.46,0.0
-69.6,6.71,0.0
-69.6,6.96,0.0
-69.6,7.21,0.0
-69.6,7.46,0.0
-69.6,7.71,0.0
-69.6,7.96,0.0
-69.6,8.21,0.0
-69.6,8.46,0.0
-69.6,8.71,0.0
-69.6,8.96,0.0
-69.6,9.21,0.0
-69.6,9.46,0.0
-69.6,9.71,0.0
-69.6,9.96,0.0
-69.6,10.21,0.0
-69.6,10.46,0.0
-69.6,10.71,0.0
-69.6,10.96,0.0
-69.6,11.21,0.0
-69.6,11.46,0.0
-69.6,11.71,26.179367
-69.6,11.96,26.549177
-69.6,12.21,26.84038
-69.6,12.46,27.1252
-69.35,-4.29,0.0
-69.35,-4.04,0.0
-69.35,-3.79,0.0
-69.35,-3.54,0.0
-69.35,-3.29,0.0
-69.35,-3.04,0.0
-69.35,-2.79,0.0
-69.35,-2.54,0.0
-69.35,-2.29,0.0
-69.35,-2.04,0.0
-69.35,-1.79,0.0
-69.35,-1.54,0.0
-69.35,-1.29,0.0
-69.35,-1.04,0.0
-69.35,-0.79,0.0
-69.35,-0.54,0.0
-69.35,-0.29,0.0
-69.35,-0.04,0.0
-69.35,0.21,0.0
-69.35,0.46,0.0
-69.35,0.71,0.0
-69.35,0.96,0.0
-69.35,1.21,0.0
-69.35,1.46,0.0
-69.35,1.71,0.0
-69.35,1.96,0.0
-69.35,2.21,0.0
-69.35,2.46,0.0
-69.35,2.71,0.0
-69.35,2.96,0.0
-69.35,3.21,0.0
-69.35,3.46,0.0
-69.35,3.71,0.0
-69.35,3.96,0.0
-69.35,4.21,0.0
-69.35,4.46,0.0
-69.35,4.71,0.0
-69.35,4.96,0.0
-69.35,5.21,0.0
-69.35,5.46,0.0
-69.35,5.71,0.0
-69.35,5.96,0.0
-69.35,6.21,0.0
-69.35,6.46,0.0
-69.35,6.71,0.0
-69.35,6.96,0.0
-69.35,7.21,0.0
-69.35,7.46,0.0
-69.35,7.71,0.0
-69.35,7.96,0.0
-69.35,8.21,0.0
-69.35,8.46,0.0
-69.35,8.71,0.0
-69.35,8.96,0.0
-69.35,9.21,0.0
-69.35,9.46,0.0
-69.35,9.71,0.0
-69.35,9.96,0.0
-69.35,10.21,0.0
-69.35,10.46,0.0
-69.35,10.71,0.0
-69.35,10.96,0.0
-69.35,11.21,0.0
-69.35,11.46,0.0
-69.35,11.71,26.27507
-69.35,11.96,27.032867
-69.35,12.21,27.149517
-69.35,12.46,27.222347
-69.1,-4.29,0.0
-69.1,-4.04,0.0
-69.1,-3.79,0.0
-69.1,-3.54,0.0
-69.1,-3.29,0.0
-69.1,-3.04,0.0
-69.1,-2.79,0.0
-69.1,-2.54,0.0
-69.1,-2.29,0.0
-69.1,-2.04,0.0
-69.1,-1.79,0.0
-69.1,-1.54,0.0
-69.1,-1.29,0.0
-69.1,-1.04,0.0
-69.1,-0.79,0.0
-69.1,-0.54,0.0
-69.1,-0.29,0.0
-69.1,-0.04,0.0
-69.1,0.21,0.0
-69.1,0.46,0.0
-69.1,0.71,0.0
-69.1,0.96,0.0
-69.1,1.21,0.0
-69.1,1.46,0.0
-69.1,1.71,0.0
-69.1,1.96,0.0
-69.1,2.21,0.0
-69.1,2.46,0.0
-69.1,2.71,0.0
-69.1,2.96,0.0
-69.1,3.21,0.0
-69.1,3.46,0.0
-69.1,3.71,0.0
-69.1,3.96,0.0
-69.1,4.21,0.0
-69.1,4.46,0.0
-69.1,4.71,0.0
-69.1,4.96,0.0
-69.1,5.21,0.0
-69.1,5.46,0.0
-69.1,5.71,0.0
-69.1,5.96,0.0
-69.1,6.21,0.0
-69.1,6.46,0.0
-69.1,6.71,0.0
-69.1,6.96,0.0
-69.1,7.21,0.0
-69.1,7.46,0.0
-69.1,7.71,0.0
-69.1,7.96,0.0
-69.1,8.21,0.0
-69.1,8.46,0.0
-69.1,8.71,0.0
-69.1,8.96,0.0
-69.1,9.21,0.0
-69.1,9.46,0.0
-69.1,9.71,0.0
-69.1,9.96,0.0
-69.1,10.21,0.0
-69.1,10.46,0.0
-69.1,10.71,0.0
-69.1,10.96,0.0
-69.1,11.21,0.0
-69.1,11.46,27.231857
-69.1,11.71,27.04623
-69.1,11.96,27.412668
-69.1,12.21,27.258581
-69.1,12.46,27.376554
-68.85,-4.29,0.0
-68.85,-4.04,0.0
-68.85,-3.79,0.0
-68.85,-3.54,0.0
-68.85,-3.29,0.0
-68.85,-3.04,0.0
-68.85,-2.79,0.0
-68.85,-2.54,0.0
-68.85,-2.29,0.0
-68.85,-2.04,0.0
-68.85,-1.79,0.0
-68.85,-1.54,0.0
-68.85,-1.29,0.0
-68.85,-1.04,0.0
-68.85,-0.79,0.0
-68.85,-0.54,0.0
-68.85,-0.29,0.0
-68.85,-0.04,0.0
-68.85,0.21,0.0
-68.85,0.46,0.0
-68.85,0.71,0.0
-68.85,0.96,0.0
-68.85,1.21,0.0
-68.85,1.46,0.0
-68.85,1.71,0.0
-68.85,1.96,0.0
-68.85,2.21,0.0
-68.85,2.46,0.0
-68.85,2.71,0.0
-68.85,2.96,0.0
-68.85,3.21,0.0
-68.85,3.46,0.0
-68.85,3.71,0.0
-68.85,3.96,0.0
-68.85,4.21,0.0
-68.85,4.46,0.0
-68.85,4.71,0.0
-68.85,4.96,0.0
-68.85,5.21,0.0
-68.85,5.46,0.0
-68.85,5.71,0.0
-68.85,5.96,0.0
-68.85,6.21,0.0
-68.85,6.46,0.0
-68.85,6.71,0.0
-68.85,6.96,0.0
-68.85,7.21,0.0
-68.85,7.46,0.0
-68.85,7.71,0.0
-68.85,7.96,0.0
-68.85,8.21,0.0
-68.85,8.46,0.0
-68.85,8.71,0.0
-68.85,8.96,0.0
-68.85,9.21,0.0
-68.85,9.46,0.0
-68.85,9.71,0.0
-68.85,9.96,0.0
-68.85,10.21,0.0
-68.85,10.46,0.0
-68.85,10.71,0.0
-68.85,10.96,0.0
-68.85,11.21,26.855907
-68.85,11.46,27.078371
-68.85,11.71,27.308661
-68.85,11.96,27.528837
-68.85,12.21,27.392927
-68.85,12.46,27.535095
-68.6,-4.29,0.0
-68.6,-4.04,0.0
-68.6,-3.79,0.0
-68.6,-3.54,0.0
-68.6,-3.29,0.0
-68.6,-3.04,0.0
-68.6,-2.79,0.0
-68.6,-2.54,0.0
-68.6,-2.29,0.0
-68.6,-2.04,0.0
-68.6,-1.79,0.0
-68.6,-1.54,0.0
-68.6,-1.29,0.0
-68.6,-1.04,0.0
-68.6,-0.79,0.0
-68.6,-0.54,0.0
-68.6,-0.29,0.0
-68.6,-0.04,0.0
-68.6,0.21,0.0
-68.6,0.46,0.0
-68.6,0.71,0.0
-68.6,0.96,0.0
-68.6,1.21,0.0
-68.6,1.46,0.0
-68.6,1.71,0.0
-68.6,1.96,0.0
-68.6,2.21,0.0
-68.6,2.46,0.0
-68.6,2.71,0.0
-68.6,2.96,0.0
-68.6,3.21,0.0
-68.6,3.46,0.0
-68.6,3.71,0.0
-68.6,3.96,0.0
-68.6,4.21,0.0
-68.6,4.46,0.0
-68.6,4.71,0.0
-68.6,4.96,0.0
-68.6,5.21,0.0
-68.6,5.46,0.0
-68.6,5.71,0.0
-68.6,5.96,0.0
-68.6,6.21,0.0
-68.6,6.46,0.0
-68.6,6.71,0.0
-68.6,6.96,0.0
-68.6,7.21,0.0
-68.6,7.46,0.0
-68.6,7.71,0.0
-68.6,7.96,0.0
-68.6,8.21,0.0
-68.6,8.46,0.0
-68.6,8.71,0.0
-68.6,8.96,0.0
-68.6,9.21,0.0
-68.6,9.46,0.0
-68.6,9.71,0.0
-68.6,9.96,0.0
-68.6,10.21,0.0
-68.6,10.46,0.0
-68.6,10.71,0.0
-68.6,10.96,26.773808
-68.6,11.21,26.829424
-68.6,11.46,27.050081
-68.6,11.71,27.461304
-68.6,11.96,27.632605
-68.6,12.21,27.551588
-68.6,12.46,27.646328
-68.35,-4.29,0.0
-68.35,-4.04,0.0
-68.35,-3.79,0.0
-68.35,-3.54,0.0
-68.35,-3.29,0.0
-68.35,-3.04,0.0
-68.35,-2.79,0.0
-68.35,-2.54,0.0
-68.35,-2.29,0.0
-68.35,-2.04,0.0
-68.35,-1.79,0.0
-68.35,-1.54,0.0
-68.35,-1.29,0.0
-68.35,-1.04,0.0
-68.35,-0.79,0.0
-68.35,-0.54,0.0
-68.35,-0.29,0.0
-68.35,-0.04,0.0
-68.35,0.21,0.0
-68.35,0.46,0.0
-68.35,0.71,0.0
-68.35,0.96,0.0
-68.35,1.21,0.0
-68.35,1.46,0.0
-68.35,1.71,0.0
-68.35,1.96,0.0
-68.35,2.21,0.0
-68.35,2.46,0.0
-68.35,2.71,0.0
-68.35,2.96,0.0
-68.35,3.21,0.0
-68.35,3.46,0.0
-68.35,3.71,0.0
-68.35,3.96,0.0
-68.35,4.21,0.0
-68.35,4.46,0.0
-68.35,4.71,0.0
-68.35,4.96,0.0
-68.35,5.21,0.0
-68.35,5.46,0.0
-68.35,5.71,0.0
-68.35,5.96,0.0
-68.35,6.21,0.0
-68.35,6.46,0.0
-68.35,6.71,0.0
-68.35,6.96,0.0
-68.35,7.21,0.0
-68.35,7.46,0.0
-68.35,7.71,0.0
-68.35,7.96,0.0
-68.35,8.21,0.0
-68.35,8.46,0.0
-68.35,8.71,0.0
-68.35,8.96,0.0
-68.35,9.21,0.0
-68.35,9.46,0.0
-68.35,9.71,0.0
-68.35,9.96,0.0
-68.35,10.21,0.0
-68.35,10.46,0.0
-68.35,10.71,0.0
-68.35,10.96,26.855547
-68.35,11.21,26.961361
-68.35,11.46,27.297705
-68.35,11.71,27.574701
-68.35,11.96,27.647411
-68.35,12.21,27.617195
-68.35,12.46,27.691711
-68.1,-4.29,0.0
-68.1,-4.04,0.0
-68.1,-3.79,0.0
-68.1,-3.54,0.0
-68.1,-3.29,0.0
-68.1,-3.04,0.0
-68.1,-2.79,0.0
-68.1,-2.54,0.0
-68.1,-2.29,0.0
-68.1,-2.04,0.0
-68.1,-1.79,0.0
-68.1,-1.54,0.0
-68.1,-1.29,0.0
-68.1,-1.04,0.0
-68.1,-0.79,0.0
-68.1,-0.54,0.0
-68.1,-0.29,0.0
-68.1,-0.04,0.0
-68.1,0.21,0.0
-68.1,0.46,0.0
-68.1,0.71,0.0
-68.1,0.96,0.0
-68.1,1.21,0.0
-68.1,1.46,0.0
-68.1,1.71,0.0
-68.1,1.96,0.0
-68.1,2.21,0.0
-68.1,2.46,0.0
-68.1,2.71,0.0
-68.1,2.96,0.0
-68.1,3.21,0.0
-68.1,3.46,0.0
-68.1,3.71,0.0
-68.1,3.96,0.0
-68.1,4.21,0.0
-68.1,4.46,0.0
-68.1,4.71,0.0
-68.1,4.96,0.0
-68.1,5.21,0.0
-68.1,5.46,0.0
-68.1,5.71,0.0
-68.1,5.96,0.0
-68.1,6.21,0.0
-68.1,6.46,0.0
-68.1,6.71,0.0
-68.1,6.96,0.0
-68.1,7.21,0.0
-68.1,7.46,0.0
-68.1,7.71,0.0
-68.1,7.96,0.0
-68.1,8.21,0.0
-68.1,8.46,0.0
-68.1,8.71,0.0
-68.1,8.96,0.0
-68.1,9.21,0.0
-68.1,9.46,0.0
-68.1,9.71,0.0
-68.1,9.96,0.0
-68.1,10.21,0.0
-68.1,10.46,26.386183
-68.1,10.71,26.973038
-68.1,10.96,26.944267
-68.1,11.21,27.10955
-68.1,11.46,27.417124
-68.1,11.71,27.571934
-68.1,11.96,27.655478
-68.1,12.21,27.655958
-68.1,12.46,27.707964
-67.85,-4.29,0.0
-67.85,-4.04,0.0
-67.85,-3.79,0.0
-67.85,-3.54,0.0
-67.85,-3.29,0.0
-67.85,-3.04,0.0
-67.85,-2.79,0.0
-67.85,-2.54,0.0
-67.85,-2.29,0.0
-67.85,-2.04,0.0
-67.85,-1.79,0.0
-67.85,-1.54,0.0
-67.85,-1.29,0.0
-67.85,-1.04,0.0
-67.85,-0.79,0.0
-67.85,-0.54,0.0
-67.85,-0.29,0.0
-67.85,-0.04,0.0
-67.85,0.21,0.0
-67.85,0.46,0.0
-67.85,0.71,0.0
-67.85,0.96,0.0
-67.85,1.21,0.0
-67.85,1.46,0.0
-67.85,1.71,0.0
-67.85,1.96,0.0
-67.85,2.21,0.0
-67.85,2.46,0.0
-67.85,2.71,0.0
-67.85,2.96,0.0
-67.85,3.21,0.0
-67.85,3.46,0.0
-67.85,3.71,0.0
-67.85,3.96,0.0
-67.85,4.21,0.0
-67.85,4.46,0.0
-67.85,4.71,0.0
-67.85,4.96,0.0
-67.85,5.21,0.0
-67.85,5.46,0.0
-67.85,5.71,0.0
-67.85,5.96,0.0
-67.85,6.21,0.0
-67.85,6.46,0.0
-67.85,6.71,0.0
-67.85,6.96,0.0
-67.85,7.21,0.0
-67.85,7.46,0.0
-67.85,7.71,0.0
-67.85,7.96,0.0
-67.85,8.21,0.0
-67.85,8.46,0.0
-67.85,8.71,0.0
-67.85,8.96,0.0
-67.85,9.21,0.0
