longitude,latitude,accumulated_precipitation
-68.35,10.21,0.000668
-68.35,10.46,0.001002
-68.35,10.71,0.029044
-68.35,10.96,0.022367
-68.35,11.21,0.007678
-68.35,11.46,0.002671
-68.35,11.71,0.000668
-68.35,11.96,0.002003
-68.35,12.21,0.006677
-68.35,12.46,0.016692
-68.1,-4.29,0.083125
-68.1,-4.04,0.045402
-68.1,-3.79,0.108497
-68.1,-3.54,0.223003
-68.1,-3.29,0.477052
-68.1,-3.04,0.244702
-68.1,-2.79,0.244034
-68.1,-2.54,0.090136
-68.1,-2.29,0.078785
-68.1,-2.04,0.105492
-68.1,-1.79,0.037723
-68.1,-1.54,0.010349
-68.1,-1.29,0.029378
-68.1,-1.04,0.045068
-68.1,-0.79,0.018695
-68.1,-0.54,0.000668
-68.1,-0.29,0.000334
-68.1,-0.04,0.0
-68.1,0.21,0.000334
-68.1,0.46,0.003338
-68.1,0.71,0.007011
-68.1,0.96,0.041396
-68.1,1.21,0.004674
-68.1,1.46,0.000334
-68.1,1.71,0.000334
-68.1,1.96,0.000334
-68.1,2.21,0.00434
-68.1,2.46,0.005675
-68.1,2.71,0.001002
-68.1,2.96,0.000334
-68.1,3.21,0.007344
-68.1,3.46,0.070439
-68.1,3.71,0.369223
-68.1,3.96,0.201303
-68.1,4.21,0.955439
-68.1,4.46,1.105332
-68.1,4.71,0.779508
-68.1,4.96,0.657324
-68.1,5.21,0.337175
-68.1,5.46,0.002003
-68.1,5.71,0.0
-68.1,5.96,0.0
-68.1,6.21,0.0
-68.1,6.46,0.0
-68.1,6.71,0.0
-68.1,6.96,0.0
-68.1,7.21,0.0
-68.1,7.46,0.0
-68.1,7.71,0.0
-68.1,7.96,0.0
-68.1,8.21,0.0
-68.1,8.46,0.0
-68.1,8.71,0.0
-68.1,8.96,0.0
-68.1,9.21,0.002003
-68.1,9.46,0.002003
-68.1,9.71,0.0
-68.1,9.96,0.0
-68.1,10.21,0.001002
-68.1,10.46,0.002337
-68.1,10.71,0.029044
-68.1,10.96,0.020698
-68.1,11.21,0.004006
-68.1,11.46,0.0
-68.1,11.71,0.001002
-68.1,11.96,0.003338
-68.1,12.21,0.013687
-68.1,12.46,0.04173
-67.85,-4.29,0.03572
-67.85,-4.04,0.079119
-67.85,-3.79,0.221
-67.85,-3.54,0.602574
-67.85,-3.29,0.389587
-67.85,-3.04,0.425975
-67.85,-2.79,0.311803
-67.85,-2.54,0.122518
-67.85,-2.29,0.062094
-67.85,-2.04,0.022701
-67.85,-1.79,0.003338
-67.85,-1.54,0.0
-67.85,-1.29,0.000334
-67.85,-1.04,0.0
-67.85,-0.79,0.0
-67.85,-0.54,0.0
-67.85,-0.29,0.0
-67.85,-0.04,0.0
-67.85,0.21,0.0
-67.85,0.46,0.000668
-67.85,0.71,0.003338
-67.85,0.96,0.017693
-67.85,1.21,0.000334
-67.85,1.46,0.0
-67.85,1.71,0.000334
-67.85,1.96,0.000334
-67.85,2.21,0.003005
-67.85,2.46,0.003338
-67.85,2.71,0.000334
-67.85,2.96,0.0
-67.85,3.21,0.003338
-67.85,3.46,0.025038
-67.85,3.71,0.186281
-67.85,3.96,0.104157
-67.85,4.21,0.57086
-67.85,4.46,0.542818
-67.85,4.71,0.200302
-67.85,4.96,0.111167
-67.85,5.21,0.009347
-67.85,5.46,0.002337
-67.85,5.71,0.001335
-67.85,5.96,0.001335
-67.85,6.21,0.000334
-67.85,6.46,0.0
-67.85,6.71,0.0
-67.85,6.96,0.0
-67.85,7.21,0.0
-67.85,7.46,0.0
-67.85,7.71,0.0
-67.85,7.96,0.0
-67.85,8.21,0.0
-67.85,8.46,0.0
-67.85,8.71,0.0
-67.85,8.96,0.0
-67.85,9.21,0.00434
-67.85,9.46,0.008012
-67.85,9.71,0.001669
-67.85,9.96,0.000334
-67.85,10.21,0.001002
-67.85,10.46,0.002003
-67.85,10.71,0.014355
-67.85,10.96,0.010015
-67.85,11.21,0.000668
-67.85,11.46,0.0
-67.85,11.71,0.002003
-67.85,11.96,0.007678
-67.85,12.21,0.026373
-67.85,12.46,0.138208
-67.6,-4.29,0.003005
-67.6,-4.04,0.091471
-67.6,-3.79,0.478053
-67.6,-3.54,1.100992
-67.6,-3.29,0.3098
-67.6,-3.04,0.42898
-67.6,-2.79,0.264398
-67.6,-2.54,0.08613
-67.6,-2.29,0.039059
-67.6,-2.04,0.009681
-67.6,-1.79,0.002671
-67.6,-1.54,0.0
-67.6,-1.29,0.0
-67.6,-1.04,0.0
-67.6,-0.79,0.0
-67.6,-0.54,0.0
-67.6,-0.29,0.0
-67.6,-0.04,0.0
-67.6,0.21,0.0
-67.6,0.46,0.0
-67.6,0.71,0.0
-67.6,0.96,0.0
-67.6,1.21,0.0
-67.6,1.46,0.0
-67.6,1.71,0.0
-67.6,1.96,0.000334
-67.6,2.21,0.001002
-67.6,2.46,0.001669
-67.6,2.71,0.001335
-67.6,2.96,0.000334
-67.6,3.21,0.0
-67.6,3.46,0.000334
-67.6,3.71,0.000668
-67.6,3.96,0.002337
-67.6,4.21,0.006009
-67.6,4.46,0.010349
-67.6,4.71,0.012352
-67.6,4.96,0.013687
-67.6,5.21,0.012352
-67.6,5.46,0.003338
-67.6,5.71,0.012352
-67.6,5.96,0.005341
-67.6,6.21,0.000334
-67.6,6.46,0.0
-67.6,6.71,0.0
-67.6,6.96,0.0
-67.6,7.21,0.0
-67.6,7.46,0.0
-67.6,7.71,0.0
-67.6,7.96,0.0
-67.6,8.21,0.0
-67.6,8.46,0.0
-67.6,8.71,0.0
-67.6,8.96,0.0
-67.6,9.21,0.001669
-67.6,9.46,0.00434
-67.6,9.71,0.001669
-67.6,9.96,0.000334
-67.6,10.21,0.002337
-67.6,10.46,0.001669
-67.6,10.71,0.000334
-67.6,10.96,0.000668
-67.6,11.21,0.000668
-67.6,11.46,0.000668
-67.6,11.71,0.003672
-67.6,11.96,0.014021
-67.6,12.21,0.066433
-67.6,12.46,0.215658
-67.35,-4.29,0.002671
-67.35,-4.04,0.069104
-67.35,-3.79,0.341181
-67.35,-3.54,0.792193
-67.35,-3.29,0.202639
-67.35,-3.04,0.152563
-67.35,-2.79,0.084127
-67.35,-2.54,0.039727
-67.35,-2.29,0.008012
-67.35,-2.04,0.003672
-67.35,-1.79,0.0
-67.35,-1.54,0.0
-67.35,-1.29,0.0
-67.35,-1.04,0.0
-67.35,-0.79,0.0
-67.35,-0.54,0.0
-67.35,-0.29,0.0
-67.35,-0.04,0.0
-67.35,0.21,0.0
-67.35,0.46,0.0
-67.35,0.71,0.0
-67.35,0.96,0.0
-67.35,1.21,0.0
-67.35,1.46,0.006677
-67.35,1.71,0.003338
-67.35,1.96,0.000334
-67.35,2.21,0.000668
-67.35,2.46,0.001335
-67.35,2.71,0.001669
-67.35,2.96,0.000668
-67.35,3.21,0.0
-67.35,3.46,0.002003
-67.35,3.71,0.005341
-67.35,3.96,0.005008
-67.35,4.21,0.008346
-67.35,4.46,0.01135
-67.35,4.71,0.01569
-67.35,4.96,0.021699
-67.35,5.21,0.051745
-67.35,5.46,0.235688
-67.35,5.71,0.109164
-67.35,5.96,0.007011
-67.35,6.21,0.000668
-67.35,6.46,0.0
-67.35,6.71,0.0
-67.35,6.96,0.0
-67.35,7.21,0.0
-67.35,7.46,0.0
-67.35,7.71,0.0
-67.35,7.96,0.0
-67.35,8.21,0.0
-67.35,8.46,0.078118
-67.35,8.71,0.043733
-67.35,8.96,0.0
-67.35,9.21,0.0
-67.35,9.46,0.0
-67.35,9.71,0.0
-67.35,9.96,0.000334
-67.35,10.21,0.001669
-67.35,10.46,0.001669
-67.35,10.71,0.000334
-67.35,10.96,0.005008
-67.35,11.21,0.00434
-67.35,11.46,0.005341
-67.35,11.71,0.01135
-67.35,11.96,0.021699
-67.35,12.21,0.062094
-67.35,12.46,0.346856
-67.1,-4.29,0.03572
-67.1,-4.04,0.056084
-67.1,-3.79,0.177267
-67.1,-3.54,0.330164
-67.1,-3.29,0.516445
-67.1,-3.04,0.238693
-67.1,-2.79,0.023702
-67.1,-2.54,0.010015
-67.1,-2.29,0.003005
-67.1,-2.04,0.000334
-67.1,-1.79,0.0
-67.1,-1.54,0.0
-67.1,-1.29,0.0
-67.1,-1.04,0.0
-67.1,-0.79,0.004674
-67.1,-0.54,0.001335
-67.1,-0.29,0.00434
-67.1,-0.04,0.003338
-67.1,0.21,0.0
-67.1,0.46,0.0
-67.1,0.71,0.0
-67.1,0.96,0.000334
-67.1,1.21,0.009347
-67.1,1.46,0.009681
-67.1,1.71,0.00434
-67.1,1.96,0.000668
-67.1,2.21,0.000334
-67.1,2.46,0.001002
-67.1,2.71,0.003672
-67.1,2.96,0.005675
-67.1,3.21,0.00434
-67.1,3.46,0.00868
-67.1,3.71,0.008012
-67.1,3.96,0.005008
-67.1,4.21,0.005008
-67.1,4.46,0.010683
-67.1,4.71,0.021366
-67.1,4.96,0.02871
-67.1,5.21,0.086797
-67.1,5.46,0.215992
-67.1,5.71,0.104157
-67.1,5.96,0.007678
-67.1,6.21,0.000668
-67.1,6.46,0.0
-67.1,6.71,0.0
-67.1,6.96,0.0
-67.1,7.21,0.0
-67.1,7.46,0.0
-67.1,7.71,0.0
-67.1,7.96,0.0
-67.1,8.21,0.026707
-67.1,8.46,0.256386
-67.1,8.71,0.164247
-67.1,8.96,0.035053
-67.1,9.21,0.0
-67.1,9.46,0.0
-67.1,9.71,0.0
-67.1,9.96,0.000334
-67.1,10.21,0.000334
-67.1,10.46,0.003005
-67.1,10.71,0.001335
-67.1,10.96,0.012018
-67.1,11.21,0.01135
-67.1,11.46,0.011017
-67.1,11.71,0.021699
-67.1,11.96,0.026039
-67.1,12.21,0.055083
-67.1,12.46,0.385247
-66.85,-4.29,0.285764
-66.85,-4.04,0.496414
-66.85,-3.79,0.418631
-66.85,-3.54,0.513774
-66.85,-3.29,0.625275
-66.85,-3.04,0.280422
-66.85,-2.79,0.083793
-66.85,-2.54,0.014021
-66.85,-2.29,0.003005
-66.85,-2.04,0.0
-66.85,-1.79,0.0
-66.85,-1.54,0.0
-66.85,-1.29,0.0
-66.85,-1.04,0.0
-66.85,-0.79,0.005008
-66.85,-0.54,0.004006
-66.85,-0.29,0.003672
-66.85,-0.04,0.002337
-66.85,0.21,0.0
-66.85,0.46,0.0
-66.85,0.71,0.0
-66.85,0.96,0.000668
-66.85,1.21,0.009681
-66.85,1.46,0.006343
-66.85,1.71,0.002003
-66.85,1.96,0.000334
-66.85,2.21,0.000334
-66.85,2.46,0.001002
-66.85,2.71,0.004006
-66.85,2.96,0.012018
-66.85,3.21,0.013353
-66.85,3.46,0.010349
-66.85,3.71,0.00868
-66.85,3.96,0.003005
-66.85,4.21,0.001335
-66.85,4.46,0.006677
-66.85,4.71,0.01302
-66.85,4.96,0.016692
-66.85,5.21,0.046403
-66.85,5.46,0.049408
-66.85,5.71,0.017026
-66.85,5.96,0.005675
-66.85,6.21,0.0
-66.85,6.46,0.0
-66.85,6.71,0.0
-66.85,6.96,0.0
-66.85,7.21,0.0
-66.85,7.46,0.0
-66.85,7.71,0.0
-66.85,7.96,0.068436
-66.85,8.21,0.124187
-66.85,8.46,0.300453
-66.85,8.71,0.226007
-66.85,8.96,0.035053
-66.85,9.21,0.0
-66.85,9.46,0.0
-66.85,9.71,0.0
-66.85,9.96,0.0
-66.85,10.21,0.0
-66.85,10.46,0.005675
-66.85,10.71,0.003338
-66.85,10.96,0.012352
-66.85,11.21,0.012352
-66.85,11.46,0.014021
-66.85,11.71,0.025372
-66.85,11.96,0.100485
-66.85,12.21,0.100819
-66.85,12.46,0.406946
-66.6,-4.29,0.733104
-66.6,-4.04,0.886335
-66.6,-3.79,0.912041
-66.6,-3.54,0.688704
-66.6,-3.29,0.355202
-66.6,-3.04,0.100485
-66.6,-2.79,0.082791
-66.6,-2.54,0.014689
-66.6,-2.29,0.003005
-66.6,-2.04,0.0
-66.6,-1.79,0.0
-66.6,-1.54,0.0
-66.6,-1.29,0.0
-66.6,-1.04,0.0
-66.6,-0.79,0.002337
-66.6,-0.54,0.003338
-66.6,-0.29,0.000668
-66.6,-0.04,0.0
-66.6,0.21,0.0
-66.6,0.46,0.0
-66.6,0.71,0.0
-66.6,0.96,0.000334
-66.6,1.21,0.002003
-66.6,1.46,0.001669
-66.6,1.71,0.001002
-66.6,1.96,0.0
-66.6,2.21,0.000334
-66.6,2.46,0.000668
-66.6,2.71,0.006343
-66.6,2.96,0.016692
-66.6,3.21,0.023035
-66.6,3.46,0.016024
-66.6,3.71,0.008346
-66.6,3.96,0.002337
-66.6,4.21,0.000334
-66.6,4.46,0.002337
-66.6,4.71,0.002337
-66.6,4.96,0.003338
-66.6,5.21,0.006677
-66.6,5.46,0.010683
-66.6,5.71,0.003338
-66.6,5.96,0.000334
-66.6,6.21,0.0
-66.6,6.46,0.0
-66.6,6.71,0.0
-66.6,6.96,0.0
-66.6,7.21,0.0
-66.6,7.46,0.0
-66.6,7.71,0.00434
-66.6,7.96,0.102154
-66.6,8.21,0.202972
-66.6,8.46,0.271075
-66.6,8.71,0.162244
-66.6,8.96,0.017026
-66.6,9.21,0.0
-66.6,9.46,0.0
-66.6,9.71,0.0
-66.6,9.96,0.0
-66.6,10.21,0.000668
-66.6,10.46,0.018695
-66.6,10.71,0.010015
-66.6,10.96,0.016024
-66.6,11.21,0.078118
-66.6,11.46,0.083125
-66.6,11.71,0.071441
-66.6,11.96,0.183944
-66.6,12.21,0.148891
-66.6,12.46,0.408282
