longitude,latitude,sea_level
-78.75,-0.6666641,0.0
-78.75,-0.58332825,0.0
-78.75,-0.5,0.0
-78.75,-0.41666412,0.0
-78.75,-0.33332825,0.0
-78.75,-0.25,0.0
-78.75,-0.16666412,0.0
-78.75,-0.08332825,0.0
-78.75,0.0,0.0
-78.75,0.08333588,0.0
-78.75,0.16667175,0.0
-78.75,0.25,0.0
-78.75,0.33333588,0.0
-78.75,0.41667175,0.0
-78.75,0.5,0.0
-78.75,0.5833359,0.0
-78.75,0.66667175,0.0
-78.75,0.75,0.0
-78.75,0.8333359,0.0
-78.75,0.91667175,0.0
-78.75,1.0,0.0
-78.75,1.0833359,0.0
-78.75,1.1666718,0.0
-78.75,1.25,0.0
-78.75,1.3333359,0.0
-78.75,1.4166718,0.0
-78.75,1.5,0.0
-78.75,1.5833359,0.0
-78.75,1.6666718,0.0
-78.75,1.75,0.0
-78.75,1.8333359,0.291192
-78.75,1.9166718,0.28838
-78.75,2.0,0.288374
-78.75,2.0833359,0.290502
-78.75,2.1666718,0.288955
-78.75,2.25,0.2871
-78.75,2.3333359,0.284278
-78.75,2.4166718,0.2831
-78.75,2.5,0.281581
-78.75,2.5833359,0.27989
-78.75,2.6666718,0.280356
-78.75,2.75,0.280405
-78.75,2.8333359,0.279743
