DN,geometry
4,"POLYGON ((-77.27253801528481 2.158090579465116, -77.27253801528481 2.130695370534884, -77.24514280636076 2.130695370534884, -77.24514280636076 2.158090579465116, -77.27253801528481 2.158090579465116))"
4,"POLYGON ((-77.14925957512658 2.144392975, -77.14925957512658 2.130695370534884, -77.13556197066455 2.130695370534884, -77.13556197066455 2.144392975, -77.14925957512658 2.144392975))"
4,"POLYGON ((-76.68354102341772 2.144392975, -76.68354102341772 2.130695370534884, -76.6698434189557 2.130695370534884, -76.6698434189557 2.144392975, -76.68354102341772 2.144392975))"
5,"POLYGON ((-77.1629571795886 2.171788183930233, -77.1629571795886 2.144392975, -77.19035238851265 2.144392975, -77.19035238851265 2.116997766069768, -77.17665478405063 2.116997766069768, -77.17665478405063 2.103300161604651, -77.1629571795886 2.103300161604651, -77.1629571795886 2.130695370534884, -77.14925957512658 2.130695370534884, -77.14925957512658 2.158090579465116, -77.13556197066455 2.158090579465116, -77.13556197066455 2.171788183930233, -77.1629571795886 2.171788183930233))"
5,"POLYGON ((-77.13556197066455 2.144392975, -77.13556197066455 2.130695370534884, -77.14925957512658 2.130695370534884, -77.14925957512658 2.103300161604651, -77.13556197066455 2.103300161604651, -77.13556197066455 2.116997766069768, -77.12186436620253 2.116997766069768, -77.12186436620253 2.144392975, -77.13556197066455 2.144392975))"
5,"POLYGON ((-77.2177475974367 2.116997766069768, -77.2177475974367 2.103300161604651, -77.20404999297467 2.103300161604651, -77.20404999297467 2.116997766069768, -77.2177475974367 2.116997766069768))"
7,"POLYGON ((-77.1081667617405 2.158090579465116, -77.1081667617405 2.089602557139535, -77.09446915727848 2.089602557139535, -77.09446915727848 2.116997766069768, -77.08077155281646 2.116997766069768, -77.08077155281646 2.158090579465116, -77.1081667617405 2.158090579465116))"
4,"POLYGON ((-77.27253801528481 2.116997766069768, -77.27253801528481 2.089602557139535, -77.25884041082278 2.089602557139535, -77.25884041082278 2.116997766069768, -77.27253801528481 2.116997766069768))"
5,"POLYGON ((-77.25884041082278 2.116997766069768, -77.25884041082278 2.089602557139535, -77.24514280636076 2.089602557139535, -77.24514280636076 2.116997766069768, -77.25884041082278 2.116997766069768))"
6,"POLYGON ((-76.86160988142404 2.418345064302326, -76.86160988142404 2.390949855372093, -76.87530748588607 2.390949855372093, -76.87530748588607 2.377252250906977, -76.88900509034809 2.377252250906977, -76.88900509034809 2.363554646441861, -76.91640029927215 2.363554646441861, -76.91640029927215 2.349857041976744, -76.93009790373418 2.349857041976744, -76.93009790373418 2.336159437511628, -76.9437955081962 2.336159437511628, -76.9437955081962 2.295066624116279, -76.93009790373418 2.295066624116279, -76.93009790373418 2.281369019651163, -76.91640029927215 2.281369019651163, -76.91640029927215 2.295066624116279, -76.88900509034809 2.295066624116279, -76.88900509034809 2.281369019651163, -76.90270269481012 2.281369019651163, -76.90270269481012 2.267671415186046, -76.91640029927215 2.267671415186046, -76.91640029927215 2.253973810720931, -76.93009790373418 2.253973810720931, -76.93009790373418 2.226578601790698, -76.9437955081962 2.226578601790698, -76.9437955081962 2.171788183930233, -76.95749311265823 2.171788183930233, -76.95749311265823 2.158090579465116, -76.97119071712025 2.158090579465116, -76.97119071712025 2.130695370534884, -76.93009790373418 2.130695370534884, -76.93009790373418 2.144392975, -76.91640029927215 2.144392975, -76.91640029927215 2.116997766069768, -76.93009790373418 2.116997766069768, -76.93009790373418 2.103300161604651, -76.91640029927215 2.103300161604651, -76.91640029927215 2.089602557139535, -76.90270269481012 2.089602557139535, -76.90270269481012 2.130695370534884, -76.88900509034809 2.130695370534884, -76.88900509034809 2.144392975, -76.87530748588607 2.144392975, -76.87530748588607 2.158090579465116, -76.86160988142404 2.158090579465116, -76.86160988142404 2.144392975, -76.84791227696202 2.144392975, -76.84791227696202 2.158090579465116, -76.8342146725 2.158090579465116, -76.8342146725 2.171788183930233, -76.86160988142404 2.171788183930233, -76.86160988142404 2.185485788395349, -76.84791227696202 2.185485788395349, -76.84791227696202 2.199183392860465, -76.87530748588607 2.199183392860465, -76.87530748588607 2.226578601790698, -76.86160988142404 2.226578601790698, -76.86160988142404 2.212880997325581, -76.8342146725 2.212880997325581, -76.8342146725 2.226578601790698, -76.80681946357595 2.226578601790698, -76.80681946357595 2.212880997325581, -76.82051706803797 2.212880997325581, -76.82051706803797 2.199183392860465, -76.79312185911392 2.199183392860465, -76.79312185911392 2.212880997325581, -76.75202904572784 2.212880997325581, -76.75202904572784 2.240276206255814, -76.76572665018988 2.240276206255814, -76.76572665018988 2.253973810720931, -76.73833144126581 2.253973810720931, -76.73833144126581 2.267671415186046, -76.7794242546519 2.267671415186046, -76.7794242546519 2.226578601790698, -76.79312185911392 2.226578601790698, -76.79312185911392 2.240276206255814, -76.80681946357595 2.240276206255814, -76.80681946357595 2.253973810720931, -76.79312185911392 2.253973810720931, -76.79312185911392 2.267671415186046, -76.82051706803797 2.267671415186046, -76.82051706803797 2.253973810720931, -76.8342146725 2.253973810720931, -76.8342146725 2.281369019651163, -76.82051706803797 2.281369019651163, -76.82051706803797 2.308764228581396, -76.80681946357595 2.308764228581396, -76.80681946357595 2.322461833046512, -76.8342146725 2.322461833046512, -76.8342146725 2.336159437511628, -76.79312185911392 2.336159437511628, -76.79312185911392 2.349857041976744, -76.80681946357595 2.349857041976744, -76.80681946357595 2.363554646441861, -76.82051706803797 2.363554646441861, -76.82051706803797 2.377252250906977, -76.80681946357595 2.377252250906977, -76.80681946357595 2.404647459837209, -76.84791227696202 2.404647459837209, -76.84791227696202 2.418345064302326, -76.86160988142404 2.418345064302326), (-76.93009790373418 2.322461833046512, -76.91640029927215 2.322461833046512, -76.91640029927215 2.308764228581396, -76.93009790373418 2.308764228581396, -76.93009790373418 2.322461833046512), (-76.84791227696202 2.295066624116279, -76.8342146725 2.295066624116279, -76.8342146725 2.281369019651163, -76.84791227696202 2.281369019651163, -76.84791227696202 2.295066624116279), (-76.88900509034809 2.281369019651163, -76.87530748588607 2.281369019651163, -76.87530748588607 2.253973810720931, -76.88900509034809 2.253973810720931, -76.88900509034809 2.281369019651163))"
3,"POLYGON ((-77.31363082867088 2.473135482162791, -77.31363082867088 2.459437877697674, -77.36842124651898 2.459437877697674, -77.36842124651898 2.445740273232558, -77.34102603759493 2.445740273232558, -77.34102603759493 2.432042668767442, -77.36842124651898 2.432042668767442, -77.36842124651898 2.418345064302326, -77.39581645544304 2.418345064302326, -77.39581645544304 2.432042668767442, -77.42321166436709 2.432042668767442, -77.42321166436709 2.418345064302326, -77.43690926882911 2.418345064302326, -77.43690926882911 2.404647459837209, -77.45060687329114 2.404647459837209, -77.45060687329114 2.349857041976744, -77.46430447775316 2.349857041976744, -77.46430447775316 2.322461833046512, -77.45060687329114 2.322461833046512, -77.45060687329114 2.308764228581396, -77.43690926882911 2.308764228581396, -77.43690926882911 2.322461833046512, -77.42321166436709 2.322461833046512, -77.42321166436709 2.295066624116279, -77.40951405990506 2.295066624116279, -77.40951405990506 2.267671415186046, -77.39581645544304 2.267671415186046, -77.39581645544304 2.253973810720931, -77.38211885098102 2.253973810720931, -77.38211885098102 2.267671415186046, -77.35472364205695 2.267671415186046, -77.35472364205695 2.240276206255814, -77.34102603759493 2.240276206255814, -77.34102603759493 2.226578601790698, -77.3273284331329 2.226578601790698, -77.3273284331329 2.212880997325581, -77.31363082867088 2.212880997325581, -77.31363082867088 2.103300161604651, -77.29993322420886 2.103300161604651, -77.29993322420886 2.075904952674419, -77.25884041082278 2.075904952674419, -77.25884041082278 2.089602557139535, -77.27253801528481 2.089602557139535, -77.27253801528481 2.116997766069768, -77.23144520189874 2.116997766069768, -77.23144520189874 2.171788183930233, -77.20404999297467 2.171788183930233, -77.20404999297467 2.158090579465116, -77.19035238851265 2.158090579465116, -77.19035238851265 2.171788183930233, -77.17665478405063 2.171788183930233, -77.17665478405063 2.185485788395349, -77.1629571795886 2.185485788395349, -77.1629571795886 2.199183392860465, -77.14925957512658 2.199183392860465, -77.14925957512658 2.295066624116279, -77.1081667617405 2.295066624116279, -77.1081667617405 2.322461833046512, -77.03967873943037 2.322461833046512, -77.03967873943037 2.336159437511628, -77.0533763438924 2.336159437511628, -77.0533763438924 2.349857041976744, -77.03967873943037 2.349857041976744, -77.03967873943037 2.363554646441861, -77.06707394835443 2.363554646441861, -77.06707394835443 2.390949855372093, -77.08077155281646 2.390949855372093, -77.08077155281646 2.363554646441861, -77.1081667617405 2.363554646441861, -77.1081667617405 2.432042668767442, -77.13556197066455 2.432042668767442, -77.13556197066455 2.418345064302326, -77.14925957512658 2.418345064302326, -77.14925957512658 2.404647459837209, -77.1629571795886 2.404647459837209, -77.1629571795886 2.390949855372093, -77.17665478405063 2.390949855372093, -77.17665478405063 2.349857041976744, -77.1629571795886 2.349857041976744, -77.1629571795886 2.336159437511628, -77.17665478405063 2.336159437511628, -77.17665478405063 2.322461833046512, -77.19035238851265 2.322461833046512, -77.19035238851265 2.308764228581396, -77.17665478405063 2.308764228581396, -77.17665478405063 2.295066624116279, -77.1629571795886 2.295066624116279, -77.1629571795886 2.281369019651163, -77.19035238851265 2.281369019651163, -77.19035238851265 2.295066624116279, -77.20404999297467 2.295066624116279, -77.20404999297467 2.267671415186046, -77.17665478405063 2.267671415186046, -77.17665478405063 2.226578601790698, -77.20404999297467 2.226578601790698, -77.20404999297467 2.199183392860465, -77.2177475974367 2.199183392860465, -77.2177475974367 2.212880997325581, -77.23144520189874 2.212880997325581, -77.23144520189874 2.226578601790698, -77.24514280636076 2.226578601790698, -77.24514280636076 2.212880997325581, -77.25884041082278 2.212880997325581, -77.25884041082278 2.171788183930233, -77.27253801528481 2.171788183930233, -77.27253801528481 2.185485788395349, -77.28623561974683 2.185485788395349, -77.28623561974683 2.253973810720931, -77.29993322420886 2.253973810720931, -77.29993322420886 2.281369019651163, -77.28623561974683 2.281369019651163, -77.28623561974683 2.267671415186046, -77.25884041082278 2.267671415186046, -77.25884041082278 2.322461833046512, -77.28623561974683 2.322461833046512, -77.28623561974683 2.295066624116279, -77.34102603759493 2.295066624116279, -77.34102603759493 2.308764228581396, -77.3273284331329 2.308764228581396, -77.3273284331329 2.322461833046512, -77.31363082867088 2.322461833046512, -77.31363082867088 2.336159437511628, -77.3273284331329 2.336159437511628, -77.3273284331329 2.349857041976744, -77.31363082867088 2.349857041976744, -77.31363082867088 2.363554646441861, -77.27253801528481 2.363554646441861, -77.27253801528481 2.377252250906977, -77.25884041082278 2.377252250906977, -77.25884041082278 2.404647459837209, -77.28623561974683 2.404647459837209, -77.28623561974683 2.390949855372093, -77.34102603759493 2.390949855372093, -77.34102603759493 2.404647459837209, -77.3273284331329 2.404647459837209, -77.3273284331329 2.432042668767442, -77.31363082867088 2.432042668767442, -77.31363082867088 2.445740273232558, -77.29993322420886 2.445740273232558, -77.29993322420886 2.459437877697674, -77.28623561974683 2.459437877697674, -77.28623561974683 2.473135482162791, -77.31363082867088 2.473135482162791), (-77.27253801528481 2.158090579465116, -77.24514280636076 2.158090579465116, -77.24514280636076 2.130695370534884, -77.27253801528481 2.130695370534884, -77.27253801528481 2.158090579465116))"
5,"POLYGON ((-77.23144520189874 2.103300161604651, -77.23144520189874 2.075904952674419, -77.2177475974367 2.075904952674419, -77.2177475974367 2.103300161604651, -77.23144520189874 2.103300161604651))"
4,"POLYGON ((-77.25884041082278 2.089602557139535, -77.25884041082278 2.075904952674419, -77.24514280636076 2.075904952674419, -77.24514280636076 2.089602557139535, -77.25884041082278 2.089602557139535))"
5,"POLYGON ((-76.87530748588607 2.226578601790698, -76.87530748588607 2.199183392860465, -76.84791227696202 2.199183392860465, -76.84791227696202 2.185485788395349, -76.86160988142404 2.185485788395349, -76.86160988142404 2.171788183930233, -76.8342146725 2.171788183930233, -76.8342146725 2.158090579465116, -76.84791227696202 2.158090579465116, -76.84791227696202 2.144392975, -76.86160988142404 2.144392975, -76.86160988142404 2.158090579465116, -76.87530748588607 2.158090579465116, -76.87530748588607 2.144392975, -76.88900509034809 2.144392975, -76.88900509034809 2.130695370534884, -76.90270269481012 2.130695370534884, -76.90270269481012 2.089602557139535, -76.91640029927215 2.089602557139535, -76.91640029927215 2.103300161604651, -76.93009790373418 2.103300161604651, -76.93009790373418 2.062207348209302, -76.90270269481012 2.062207348209302, -76.90270269481012 2.075904952674419, -76.88900509034809 2.075904952674419, -76.88900509034809 2.116997766069768, -76.86160988142404 2.116997766069768, -76.86160988142404 2.103300161604651, -76.84791227696202 2.103300161604651, -76.84791227696202 2.089602557139535, -76.8342146725 2.089602557139535, -76.8342146725 2.103300161604651, -76.82051706803797 2.103300161604651, -76.82051706803797 2.089602557139535, -76.80681946357595 2.089602557139535, -76.80681946357595 2.130695370534884, -76.79312185911392 2.130695370534884, -76.79312185911392 2.158090579465116, -76.76572665018988 2.158090579465116, -76.76572665018988 2.144392975, -76.75202904572784 2.144392975, -76.75202904572784 2.171788183930233, -76.73833144126581 2.171788183930233, -76.73833144126581 2.185485788395349, -76.7794242546519 2.185485788395349, -76.7794242546519 2.199183392860465, -76.75202904572784 2.199183392860465, -76.75202904572784 2.212880997325581, -76.79312185911392 2.212880997325581, -76.79312185911392 2.199183392860465, -76.82051706803797 2.199183392860465, -76.82051706803797 2.212880997325581, -76.80681946357595 2.212880997325581, -76.80681946357595 2.226578601790698, -76.8342146725 2.226578601790698, -76.8342146725 2.212880997325581, -76.86160988142404 2.212880997325581, -76.86160988142404 2.226578601790698, -76.87530748588607 2.226578601790698), (-76.8342146725 2.185485788395349, -76.82051706803797 2.185485788395349, -76.82051706803797 2.171788183930233, -76.8342146725 2.171788183930233, -76.8342146725 2.185485788395349), (-76.8342146725 2.158090579465116, -76.82051706803797 2.158090579465116, -76.82051706803797 2.144392975, -76.8342146725 2.144392975, -76.8342146725 2.158090579465116))"
5,"POLYGON ((-77.20404999297467 2.089602557139535, -77.20404999297467 2.048509743744186, -77.19035238851265 2.048509743744186, -77.19035238851265 2.089602557139535, -77.20404999297467 2.089602557139535))"
5,"POLYGON ((-77.27253801528481 2.075904952674419, -77.27253801528481 2.048509743744186, -77.25884041082278 2.048509743744186, -77.25884041082278 2.062207348209302, -77.24514280636076 2.062207348209302, -77.24514280636076 2.075904952674419, -77.27253801528481 2.075904952674419))"
3,"POLYGON ((-77.34102603759493 2.062207348209302, -77.34102603759493 2.048509743744186, -77.31363082867088 2.048509743744186, -77.31363082867088 2.062207348209302, -77.34102603759493 2.062207348209302))"
5,"POLYGON ((-77.31363082867088 2.062207348209302, -77.31363082867088 2.048509743744186, -77.29993322420886 2.048509743744186, -77.29993322420886 2.062207348209302, -77.31363082867088 2.062207348209302))"
7,"POLYGON ((-77.14925957512658 2.089602557139535, -77.14925957512658 2.075904952674419, -77.1629571795886 2.075904952674419, -77.1629571795886 2.062207348209302, -77.17665478405063 2.062207348209302, -77.17665478405063 2.048509743744186, -77.12186436620253 2.048509743744186, -77.12186436620253 2.075904952674419, -77.1081667617405 2.075904952674419, -77.1081667617405 2.089602557139535, -77.14925957512658 2.089602557139535))"
3,"POLYGON ((-76.86160988142404 2.062207348209302, -76.86160988142404 2.048509743744186, -76.84791227696202 2.048509743744186, -76.84791227696202 2.062207348209302, -76.86160988142404 2.062207348209302))"
4,"POLYGON ((-77.31363082867088 2.103300161604651, -77.31363082867088 2.075904952674419, -77.3273284331329 2.075904952674419, -77.3273284331329 2.062207348209302, -77.29993322420886 2.062207348209302, -77.29993322420886 2.03481213927907, -77.28623561974683 2.03481213927907, -77.28623561974683 2.048509743744186, -77.27253801528481 2.048509743744186, -77.27253801528481 2.075904952674419, -77.29993322420886 2.075904952674419, -77.29993322420886 2.103300161604651, -77.31363082867088 2.103300161604651))"
3,"POLYGON ((-77.31363082867088 2.048509743744186, -77.31363082867088 2.03481213927907, -77.29993322420886 2.03481213927907, -77.29993322420886 2.048509743744186, -77.31363082867088 2.048509743744186))"
5,"POLYGON ((-77.24514280636076 2.048509743744186, -77.24514280636076 2.03481213927907, -77.20404999297467 2.03481213927907, -77.20404999297467 2.048509743744186, -77.24514280636076 2.048509743744186))"
5,"POLYGON ((-76.91640029927215 2.048509743744186, -76.91640029927215 2.03481213927907, -76.88900509034809 2.03481213927907, -76.88900509034809 2.048509743744186, -76.91640029927215 2.048509743744186))"
3,"POLYGON ((-76.88900509034809 2.048509743744186, -76.88900509034809 2.03481213927907, -76.87530748588607 2.03481213927907, -76.87530748588607 2.048509743744186, -76.88900509034809 2.048509743744186))"
5,"POLYGON ((-77.28623561974683 2.048509743744186, -77.28623561974683 2.021114534813954, -77.27253801528481 2.021114534813954, -77.27253801528481 2.048509743744186, -77.28623561974683 2.048509743744186))"
3,"POLYGON ((-77.29993322420886 2.03481213927907, -77.29993322420886 2.021114534813954, -77.28623561974683 2.021114534813954, -77.28623561974683 2.03481213927907, -77.29993322420886 2.03481213927907))"
4,"POLYGON ((-76.79312185911392 2.03481213927907, -76.79312185911392 2.021114534813954, -76.7794242546519 2.021114534813954, -76.7794242546519 2.03481213927907, -76.79312185911392 2.03481213927907))"
7,"POLYGON ((-77.25884041082278 2.03481213927907, -77.25884041082278 2.007416930348837, -77.24514280636076 2.007416930348837, -77.24514280636076 2.03481213927907, -77.25884041082278 2.03481213927907))"
7,"POLYGON ((-77.19035238851265 2.03481213927907, -77.19035238851265 2.021114534813954, -77.17665478405063 2.021114534813954, -77.17665478405063 2.007416930348837, -77.1629571795886 2.007416930348837, -77.1629571795886 2.03481213927907, -77.19035238851265 2.03481213927907))"
6,"POLYGON ((-76.9985859260443 2.349857041976744, -76.9985859260443 2.336159437511628, -76.98488832158228 2.336159437511628, -76.98488832158228 2.308764228581396, -76.9985859260443 2.308764228581396, -76.9985859260443 2.295066624116279, -77.01228353050632 2.295066624116279, -77.01228353050632 2.281369019651163, -77.03967873943037 2.281369019651163, -77.03967873943037 2.267671415186046, -77.0533763438924 2.267671415186046, -77.0533763438924 2.295066624116279, -77.06707394835443 2.295066624116279, -77.06707394835443 2.267671415186046, -77.08077155281646 2.267671415186046, -77.08077155281646 2.253973810720931, -77.1081667617405 2.253973810720931, -77.1081667617405 2.240276206255814, -77.08077155281646 2.240276206255814, -77.08077155281646 2.226578601790698, -77.09446915727848 2.226578601790698, -77.09446915727848 2.212880997325581, -77.1081667617405 2.212880997325581, -77.1081667617405 2.171788183930233, -77.13556197066455 2.171788183930233, -77.13556197066455 2.158090579465116, -77.14925957512658 2.158090579465116, -77.14925957512658 2.144392975, -77.12186436620253 2.144392975, -77.12186436620253 2.116997766069768, -77.13556197066455 2.116997766069768, -77.13556197066455 2.103300161604651, -77.14925957512658 2.103300161604651, -77.14925957512658 2.130695370534884, -77.1629571795886 2.130695370534884, -77.1629571795886 2.103300161604651, -77.17665478405063 2.103300161604651, -77.17665478405063 2.089602557139535, -77.19035238851265 2.089602557139535, -77.19035238851265 2.048509743744186, -77.20404999297467 2.048509743744186, -77.20404999297467 2.03481213927907, -77.24514280636076 2.03481213927907, -77.24514280636076 2.048509743744186, -77.23144520189874 2.048509743744186, -77.23144520189874 2.089602557139535, -77.24514280636076 2.089602557139535, -77.24514280636076 2.062207348209302, -77.25884041082278 2.062207348209302, -77.25884041082278 2.048509743744186, -77.27253801528481 2.048509743744186, -77.27253801528481 1.993719325883721, -77.2177475974367 1.993719325883721, -77.2177475974367 2.007416930348837, -77.20404999297467 2.007416930348837, -77.20404999297467 2.021114534813954, -77.19035238851265 2.021114534813954, -77.19035238851265 2.03481213927907, -77.1629571795886 2.03481213927907, -77.1629571795886 2.048509743744186, -77.17665478405063 2.048509743744186, -77.17665478405063 2.062207348209302, -77.1629571795886 2.062207348209302, -77.1629571795886 2.075904952674419, -77.14925957512658 2.075904952674419, -77.14925957512658 2.089602557139535, -77.1081667617405 2.089602557139535, -77.1081667617405 2.158090579465116, -77.08077155281646 2.158090579465116, -77.08077155281646 2.199183392860465, -77.06707394835443 2.199183392860465, -77.06707394835443 2.226578601790698, -77.0533763438924 2.226578601790698, -77.0533763438924 2.240276206255814, -77.03967873943037 2.240276206255814, -77.03967873943037 2.226578601790698, -77.02598113496835 2.226578601790698, -77.02598113496835 2.240276206255814, -77.01228353050632 2.240276206255814, -77.01228353050632 2.226578601790698, -76.9985859260443 2.226578601790698, -76.9985859260443 2.253973810720931, -76.98488832158228 2.253973810720931, -76.98488832158228 2.295066624116279, -76.97119071712025 2.295066624116279, -76.97119071712025 2.281369019651163, -76.9437955081962 2.281369019651163, -76.9437955081962 2.295066624116279, -76.95749311265823 2.295066624116279, -76.95749311265823 2.349857041976744, -76.9985859260443 2.349857041976744), (-77.25884041082278 2.03481213927907, -77.24514280636076 2.03481213927907, -77.24514280636076 2.007416930348837, -77.25884041082278 2.007416930348837, -77.25884041082278 2.03481213927907))"
2,"POLYGON ((-76.82051706803797 2.021114534813954, -76.82051706803797 2.007416930348837, -76.8342146725 2.007416930348837, -76.8342146725 1.993719325883721, -76.7794242546519 1.993719325883721, -76.7794242546519 2.007416930348837, -76.80681946357595 2.007416930348837, -76.80681946357595 2.021114534813954, -76.82051706803797 2.021114534813954))"
7,"POLYGON ((-77.20404999297467 2.021114534813954, -77.20404999297467 2.007416930348837, -77.2177475974367 2.007416930348837, -77.2177475974367 1.980021721418605, -77.19035238851265 1.980021721418605, -77.19035238851265 2.021114534813954, -77.20404999297467 2.021114534813954))"
2,"POLYGON ((-76.84791227696202 1.993719325883721, -76.84791227696202 1.980021721418605, -76.8342146725 1.980021721418605, -76.8342146725 1.993719325883721, -76.84791227696202 1.993719325883721))"
5,"POLYGON ((-76.93009790373418 2.03481213927907, -76.93009790373418 2.021114534813954, -76.9437955081962 2.021114534813954, -76.9437955081962 2.007416930348837, -76.95749311265823 2.007416930348837, -76.95749311265823 1.993719325883721, -76.93009790373418 1.993719325883721, -76.93009790373418 1.966324116953488, -76.91640029927215 1.966324116953488, -76.91640029927215 1.993719325883721, -76.90270269481012 1.993719325883721, -76.90270269481012 2.007416930348837, -76.91640029927215 2.007416930348837, -76.91640029927215 2.03481213927907, -76.93009790373418 2.03481213927907))"
3,"POLYGON ((-76.73833144126581 1.980021721418605, -76.73833144126581 1.966324116953488, -76.72463383680379 1.966324116953488, -76.72463383680379 1.980021721418605, -76.73833144126581 1.980021721418605))"
8,"POLYGON ((-77.12186436620253 1.952626512488372, -77.12186436620253 1.938928908023256, -77.1081667617405 1.938928908023256, -77.1081667617405 1.952626512488372, -77.12186436620253 1.952626512488372))"
7,"POLYGON ((-76.95749311265823 1.952626512488372, -76.95749311265823 1.938928908023256, -76.93009790373418 1.938928908023256, -76.93009790373418 1.952626512488372, -76.95749311265823 1.952626512488372))"
2,"POLYGON ((-76.80681946357595 1.952626512488372, -76.80681946357595 1.938928908023256, -76.79312185911392 1.938928908023256, -76.79312185911392 1.952626512488372, -76.80681946357595 1.952626512488372))"
8,"POLYGON ((-77.03967873943037 2.199183392860465, -77.03967873943037 2.171788183930233, -77.06707394835443 2.171788183930233, -77.06707394835443 2.144392975, -77.08077155281646 2.144392975, -77.08077155281646 2.116997766069768, -77.09446915727848 2.116997766069768, -77.09446915727848 2.089602557139535, -77.1081667617405 2.089602557139535, -77.1081667617405 2.075904952674419, -77.12186436620253 2.075904952674419, -77.12186436620253 2.048509743744186, -77.1629571795886 2.048509743744186, -77.1629571795886 2.007416930348837, -77.17665478405063 2.007416930348837, -77.17665478405063 2.021114534813954, -77.19035238851265 2.021114534813954, -77.19035238851265 1.980021721418605, -77.20404999297467 1.980021721418605, -77.20404999297467 1.938928908023256, -77.2177475974367 1.938928908023256, -77.2177475974367 1.92523130355814, -77.19035238851265 1.92523130355814, -77.19035238851265 1.911533699093023, -77.1629571795886 1.911533699093023, -77.1629571795886 1.92523130355814, -77.14925957512658 1.92523130355814, -77.14925957512658 1.952626512488372, -77.12186436620253 1.952626512488372, -77.12186436620253 1.966324116953488, -77.13556197066455 1.966324116953488, -77.13556197066455 1.993719325883721, -77.14925957512658 1.993719325883721, -77.14925957512658 2.007416930348837, -77.1081667617405 2.007416930348837, -77.1081667617405 2.021114534813954, -77.09446915727848 2.021114534813954, -77.09446915727848 2.03481213927907, -77.08077155281646 2.03481213927907, -77.08077155281646 2.048509743744186, -77.06707394835443 2.048509743744186, -77.06707394835443 2.062207348209302, -77.0533763438924 2.062207348209302, -77.0533763438924 2.075904952674419, -77.03967873943037 2.075904952674419, -77.03967873943037 2.089602557139535, -77.02598113496835 2.089602557139535, -77.02598113496835 2.116997766069768, -77.01228353050632 2.116997766069768, -77.01228353050632 2.158090579465116, -76.9985859260443 2.158090579465116, -76.9985859260443 2.171788183930233, -77.02598113496835 2.171788183930233, -77.02598113496835 2.199183392860465, -77.03967873943037 2.199183392860465))"
8,"POLYGON ((-77.23144520189874 1.92523130355814, -77.23144520189874 1.911533699093023, -77.2177475974367 1.911533699093023, -77.2177475974367 1.92523130355814, -77.23144520189874 1.92523130355814))"
8,"POLYGON ((-77.24514280636076 1.911533699093023, -77.24514280636076 1.884138490162791, -77.23144520189874 1.884138490162791, -77.23144520189874 1.911533699093023, -77.24514280636076 1.911533699093023))"
8,"POLYGON ((-77.25884041082278 1.884138490162791, -77.25884041082278 1.870440885697675, -77.24514280636076 1.870440885697675, -77.24514280636076 1.884138490162791, -77.25884041082278 1.884138490162791))"
6,"POLYGON ((-76.88900509034809 1.884138490162791, -76.88900509034809 1.870440885697675, -76.87530748588607 1.870440885697675, -76.87530748588607 1.884138490162791, -76.88900509034809 1.884138490162791))"
5,"POLYGON ((-76.91640029927215 1.966324116953488, -76.91640029927215 1.952626512488372, -76.90270269481012 1.952626512488372, -76.90270269481012 1.92523130355814, -76.88900509034809 1.92523130355814, -76.88900509034809 1.897836094627907, -76.93009790373418 1.897836094627907, -76.93009790373418 1.911533699093023, -76.91640029927215 1.911533699093023, -76.91640029927215 1.92523130355814, -76.9437955081962 1.92523130355814, -76.9437955081962 1.911533699093023, -76.95749311265823 1.911533699093023, -76.95749311265823 1.897836094627907, -76.97119071712025 1.897836094627907, -76.97119071712025 1.884138490162791, -76.98488832158228 1.884138490162791, -76.98488832158228 1.870440885697675, -76.95749311265823 1.870440885697675, -76.95749311265823 1.884138490162791, -76.9437955081962 1.884138490162791, -76.9437955081962 1.870440885697675, -76.90270269481012 1.870440885697675, -76.90270269481012 1.856743281232558, -76.88900509034809 1.856743281232558, -76.88900509034809 1.884138490162791, -76.87530748588607 1.884138490162791, -76.87530748588607 1.856743281232558, -76.86160988142404 1.856743281232558, -76.86160988142404 1.843045676767442, -76.84791227696202 1.843045676767442, -76.84791227696202 1.856743281232558, -76.82051706803797 1.856743281232558, -76.82051706803797 1.870440885697675, -76.86160988142404 1.870440885697675, -76.86160988142404 1.897836094627907, -76.8342146725 1.897836094627907, -76.8342146725 1.911533699093023, -76.86160988142404 1.911533699093023, -76.86160988142404 1.938928908023256, -76.88900509034809 1.938928908023256, -76.88900509034809 1.966324116953488, -76.91640029927215 1.966324116953488))"
8,"POLYGON ((-77.28623561974683 1.856743281232558, -77.28623561974683 1.843045676767442, -77.27253801528481 1.843045676767442, -77.27253801528481 1.856743281232558, -77.28623561974683 1.856743281232558))"
5,"POLYGON ((-76.98488832158228 1.856743281232558, -76.98488832158228 1.843045676767442, -76.97119071712025 1.843045676767442, -76.97119071712025 1.856743281232558, -76.98488832158228 1.856743281232558))"
7,"POLYGON ((-77.03967873943037 1.843045676767442, -77.03967873943037 1.815650467837209, -77.02598113496835 1.815650467837209, -77.02598113496835 1.829348072302326, -76.9985859260443 1.829348072302326, -76.9985859260443 1.843045676767442, -77.03967873943037 1.843045676767442))"
8,"POLYGON ((-77.29993322420886 1.829348072302326, -77.29993322420886 1.815650467837209, -77.28623561974683 1.815650467837209, -77.28623561974683 1.829348072302326, -77.29993322420886 1.829348072302326))"
